tweet,lemmatized_tweet,label
باللهي ممنوع الدعايات بطوله اسيا والشعار اللي قميص الهلال مو دعايه مالومك حديث عهد اسيا,"['باللهي', 'ممنوع', 'الدعايات', 'بطوله', 'اسيا', 'والشعار', 'اللي', 'قميص', 'الهلال', 'مو', 'دعايه', 'مالومك', 'حديث', 'عهد', 'اسيا']",hate
المدرب فيتوريايكسب قضيته ضدالنصرحوالي مليون اله يعينكم بينكدعليكم ياصدقاي النصروايه اعلامي كبيرولكن نادي النصريحتاج الي عمل اداري فني حكيم وخاصه بعدمانظم افضل لاعبي العالم ماجدويوسف يحتاجهم النصر,"['المدرب', 'فيتوريايكسب', 'قضيته', 'ضدالنصرحوالي', 'مليون', 'اله', 'يعينكم', 'بينكدعليكم', 'ياصدقاي', 'النصروايه', 'اعلامي', 'كبيرولكن', 'نادي', 'النصريحتاج', 'الي', 'عمل', 'اداري', 'فني', 'حكيم', 'وخاصه', 'بعدمانظم', 'افضل', 'لاعبي', 'العالم', 'ماجدويوسف', 'يحتاجهم', 'النصر']",not
امس وعين خير الرمز الذهبي خالد بن سعد يجرو اي احد ان يتفهوه بحرف والعشاق موجودين وكذلك البلطان تفتن حنا بشهر فضيل وكلاهما عينان براس نعرف رجالنا ونفخر عساك تصعد الكوكب درجه ثانيه لايروح دوري المناطق,"['امس', 'وعين', 'خير', 'الرمز', 'الذهبي', 'خالد', 'بن', 'سعد', 'يجرو', 'اي', 'احد', 'ان', 'يتفهوه', 'بحرف', 'والعشاق', 'موجودين', 'وكذلك', 'البلطان', 'تفتن', 'حنا', 'بشهر', 'فضيل', 'وكلاهما', 'عينان', 'براس', 'نعرف', 'رجالنا', 'ونفخر', 'عساك', 'تصعد', 'الكوكب', 'درجه', 'ثانيه', 'لايروح', 'دوري', 'المناطق']",not
ايوا اعلام النكبه امورك طيبه الادا ادا نادي يبا البطوله وتشيكله المدرب والنجعي وايمن يحيا والخيبري وحتا العمري الي فاقد الثقه بنفسه شي غلط داخل النادي مسلي ال معمر مشغول بالصفقات الوضع الداخلي يباله احمد البريكي,"['ايوا', 'اعلام', 'النكبه', 'امورك', 'طيبه', 'الادا', 'ادا', 'نادي', 'يبا', 'البطوله', 'وتشيكله', 'المدرب', 'والنجعي', 'وايمن', 'يحيا', 'والخيبري', 'وحتا', 'العمري', 'الي', 'فاقد', 'الثقه', 'بنفسه', 'شي', 'غلط', 'داخل', 'النادي', 'مسلي', 'ال', 'معمر', 'مشغول', 'بالصفقات', 'الوضع', 'الداخلي', 'يباله', 'احمد', 'البريكي']",not
يارجل عساك سالم فريق حرام والانتقاد يغيير شيا للافضل افضل حل تحويل النادي الي حديقه حيوان تدعم السياحه,"['يارجل', 'عساك', 'سالم', 'فريق', 'حرام', 'والانتقاد', 'يغيير', 'شيا', 'للافضل', 'افضل', 'حل', 'تحويل', 'النادي', 'الي', 'حديقه', 'حيوان', 'تدعم', 'السياحه']",hate
البدايه شكوا امكاناته وقالوا انه مجرد صحفي لايتقن فن اداره الانديه وليس لديه ادني خبره كرويـه مقاليد العبه بيده الان يرفع وتيره الضغط ويخفضها متي اراد وحسب مصلحه ناديه,"['البدايه', 'شكوا', 'امكاناته', 'وقالوا', 'انه', 'مجرد', 'صحفي', 'لايتقن', 'فن', 'اداره', 'الانديه', 'وليس', 'لديه', 'ادني', 'خبره', 'كرويـه', 'مقاليد', 'العبه', 'بيده', 'الان', 'يرفع', 'وتيره', 'الضغط', 'ويخفضها', 'متي', 'اراد', 'وحسب', 'مصلحه', 'ناديه']",not
ليغا تيباس ساده ملعب كامل جمهور لاعبين حاطين عقلهم طفل عمره سنه دوري معـفـن,"['ليغا', 'تيباس', 'ساده', 'ملعب', 'كامل', 'جمهور', 'لاعبين', 'حاطين', 'عقلهم', 'طفل', 'عمره', 'سنه', 'دوري', 'معـفـن']",hate
واضح اطقطق ياعسل اقصد البث متاخر جيوفينكو مو الهلال,"['واضح', 'اطقطق', 'ياعسل', 'اقصد', 'البث', 'متاخر', 'جيوفينكو', 'مو', 'الهلال']",hate
وجود الفيصلي تافـه يجيب العار,"['وجود', 'الفيصلي', 'تافـه', 'يجيب', 'العار']",hate
محمد العنزي ينتقد مدرب المنتخب السعودي رينارد انه ماطلع ونفي تدريبه لمنتخب النساي ليش مايطالب رايس النصر مسلي ال معمر ويقول مين الرعاه الي تعاقدوا كرستيانو,"['محمد', 'العنزي', 'ينتقد', 'مدرب', 'المنتخب', 'السعودي', 'رينارد', 'انه', 'ماطلع', 'ونفي', 'تدريبه', 'لمنتخب', 'النساي', 'ليش', 'مايطالب', 'رايس', 'النصر', 'مسلي', 'ال', 'معمر', 'ويقول', 'مين', 'الرعاه', 'الي', 'تعاقدوا', 'كرستيانو']",not
لمتبنقول بدون اخلاق مش بنتبلي عليهم يتنمروا علي امح الشاب صاحب القدرات الخاصه ويشتموه بوالدته المتوفيه ويتسببوا اصابته بغيبوبه عمر دي ماكانت رياضه ده مش تشجيع ده مرض نفسي ولما ربنايقهرهم لسنين بيفضلوا يدوروا علي شماعات صدق منهم قال ان الاهلي بيخافوا ربنا وناديه نادي نجس,"['لمتبنقول', 'بدون', 'اخلاق', 'مش', 'بنتبلي', 'عليهم', 'يتنمروا', 'علي', 'امح', 'الشاب', 'صاحب', 'القدرات', 'الخاصه', 'ويشتموه', 'بوالدته', 'المتوفيه', 'ويتسببوا', 'اصابته', 'بغيبوبه', 'عمر', 'دي', 'ماكانت', 'رياضه', 'ده', 'مش', 'تشجيع', 'ده', 'مرض', 'نفسي', 'ولما', 'ربنايقهرهم', 'لسنين', 'بيفضلوا', 'يدوروا', 'علي', 'شماعات', 'صدق', 'منهم', 'قال', 'ان', 'الاهلي', 'بيخافوا', 'ربنا', 'وناديه', 'نادي', 'نجس']",hate
شكرا لدوري روشن علي المشاركه سلامات لعملاق ديفيد اوسبينا ونقدر ونثمن الفته الراعه ولاغرابه فانت تنظم دوري يشارك افضل لاعب بالعالم,"['شكرا', 'لدوري', 'روشن', 'علي', 'المشاركه', 'سلامات', 'لعملاق', 'ديفيد', 'اوسبينا', 'ونقدر', 'ونثمن', 'الفته', 'الراعه', 'ولاغرابه', 'فانت', 'تنظم', 'دوري', 'يشارك', 'افضل', 'لاعب', 'بالعالم']",not
يوجد مرض نادي النصر اكبر مرض مسلي ال معمر ادارته وجوده بالنادي اسوا وجود سامي النجعي ولاجامي وليد عبداله,"['يوجد', 'مرض', 'نادي', 'النصر', 'اكبر', 'مرض', 'مسلي', 'ال', 'معمر', 'ادارته', 'وجوده', 'بالنادي', 'اسوا', 'وجود', 'سامي', 'النجعي', 'ولاجامي', 'وليد', 'عبداله']",not
النصر عنده سوبر وكاس اسيويه ولعبها بطل كاس وتاهل لسوبر عكس النادي اللي الدوري ويترشح لابطال الدوري وبعدين اذا نادي بلجانه ومدعوم بمسمى البطوله الجديد اخذ سنه وبعد فصل الغرب الشرق يوصل الربع نهايي اللي ماعمره وصله الا مره وحده يالله حققه جاي تقارن سوبهان الله,"['النصر', 'عنده', 'سوبر', 'وكاس', 'اسيويه', 'ولعبها', 'بطل', 'كاس', 'وتاهل', 'لسوبر', 'عكس', 'النادي', 'اللي', 'الدوري', 'ويترشح', 'لابطال', 'الدوري', 'وبعدين', 'اذا', 'نادي', 'بلجانه', 'ومدعوم', 'بمسمى', 'البطوله', 'الجديد', 'اخذ', 'سنه', 'وبعد', 'فصل', 'الغرب', 'الشرق', 'يوصل', 'الربع', 'نهايي', 'اللي', 'ماعمره', 'وصله', 'الا', 'مره', 'وحده', 'يالله', 'حققه', 'جاي', 'تقارن', 'سوبهان', 'الله']",hate
بدايه التلاعب توزيع البطولات ايام احمد عيد يوم رايس الاتحاد السعودي اهدا الطحالب البطوله والآن جا دور مسلي آل معمر الاخير الدوري لفقر خلاص واضح شي,"['بدايه', 'التلاعب', 'توزيع', 'البطولات', 'ايام', 'احمد', 'عيد', 'يوم', 'رايس', 'الاتحاد', 'السعودي', 'اهدا', 'الطحالب', 'البطوله', 'والآن', 'جا', 'دور', 'مسلي', 'آل', 'معمر', 'الاخير', 'الدوري', 'لفقر', 'خلاص', 'واضح', 'شي']",not
كلهم فاشل الحكم,"['كلهم', 'فاشل', 'الحكم']",hate
وش صاير يقولون كريستيانو اهدا جمهور الهلال عيديه يطلع الملعب اختلافنا كرويا الا ان جمهور الهلال الي هتف لكريستيانو يستحقون الهديه اني مادري وشهي,"['وش', 'صاير', 'يقولون', 'كريستيانو', 'اهدا', 'جمهور', 'الهلال', 'عيديه', 'يطلع', 'الملعب', 'اختلافنا', 'كرويا', 'الا', 'ان', 'جمهور', 'الهلال', 'الي', 'هتف', 'لكريستيانو', 'يستحقون', 'الهديه', 'اني', 'مادري', 'وشهي']",not
اخاف اطقطق تموت طحلبي,"['اخاف', 'اطقطق', 'تموت', 'طحلبي']",hate
كلهم غـبـي الفتح,"['كلهم', 'غـبـي', 'الفتح']",hate
ماهو عشان المدير التنفيدي بيفهم وعارف اللي مش مجرد حمار سايقه مجنون قطر نادي الاحا بتاعك ده مايقدرش يصرف علي القناه يعرف يديرها وكذلك الزمالك وان شاا الله القناتين قريب هيتقفلوا,"['ماهو', 'عشان', 'المدير', 'التنفيدي', 'بيفهم', 'وعارف', 'اللي', 'مش', 'مجرد', 'حمار', 'سايقه', 'مجنون', 'قطر', 'نادي', 'الاحا', 'بتاعك', 'ده', 'مايقدرش', 'يصرف', 'علي', 'القناه', 'يعرف', 'يديرها', 'وكذلك', 'الزمالك', 'وان', 'شاا', 'الله', 'القناتين', 'قريب', 'هيتقفلوا']",hate
فقراوي يعرفون يلعبون الضغط خيبوا الآمال المباراة الرايد انتهت بنتيجة,"['فقراوي', 'يعرفون', 'يلعبون', 'الضغط', 'خيبوا', 'الآمال', 'المباراة', 'الرايد', 'انتهت', 'بنتيجة']",hate
قسم كنت اطقطق الفقراويه يقولون رح للاتحاد يوم حولو للدوري الانجليزي,"['قسم', 'كنت', 'اطقطق', 'الفقراويه', 'يقولون', 'رح', 'للاتحاد', 'يوم', 'حولو', 'للدوري', 'الانجليزي']",hate
قايلة خسارة او تعثر فريق ميت واللي قتله الليمونه المنتهيه بداية غلط اول المباراة ابن امك شبيح الليمونة تقفل حسابي كلب,"['قايلة', 'خسارة', 'او', 'تعثر', 'فريق', 'ميت', 'واللي', 'قتله', 'الليمونه', 'المنتهيه', 'بداية', 'غلط', 'اول', 'المباراة', 'ابن', 'امك', 'شبيح', 'الليمونة', 'تقفل', 'حسابي', 'كلب']",hate
مسلي ال معمر رايس نادي النصر والحاصل علي شهادات عليا واكاديميه وصاحب السي العالي العمل والمسيره الناجحه المناصب تولاها يضحك المترديه والنطيحه والفاشلين الحياه,"['مسلي', 'ال', 'معمر', 'رايس', 'نادي', 'النصر', 'والحاصل', 'علي', 'شهادات', 'عليا', 'واكاديميه', 'وصاحب', 'السي', 'العالي', 'العمل', 'والمسيره', 'الناجحه', 'المناصب', 'تولاها', 'يضحك', 'المترديه', 'والنطيحه', 'والفاشلين', 'الحياه']",not
الشهراني فيتو كنو سالم دكه الهلال مران وقشيش والحين دكه النصر انا مدري مين موقف فترتين المسول الاول مسلي ال معمر الداعم,"['الشهراني', 'فيتو', 'كنو', 'سالم', 'دكه', 'الهلال', 'مران', 'وقشيش', 'والحين', 'دكه', 'النصر', 'انا', 'مدري', 'مين', 'موقف', 'فترتين', 'المسول', 'الاول', 'مسلي', 'ال', 'معمر', 'الداعم']",not
اتوقع جمهور النصر اصبح اكثر وعيا اعلان النصر ظلم جمهوره وضحك وخصوصا عبدالعزيز المريسيل طول السنوات وهم هلال وهلال وحنا وحنا لين جلسوا صفر اسيا والبطولات المحليه سنوات ياخذون دوري او كاس السوبر فقط,"['اتوقع', 'جمهور', 'النصر', 'اصبح', 'اكثر', 'وعيا', 'اعلان', 'النصر', 'ظلم', 'جمهوره', 'وضحك', 'وخصوصا', 'عبدالعزيز', 'المريسيل', 'طول', 'السنوات', 'وهم', 'هلال', 'وهلال', 'وحنا', 'وحنا', 'لين', 'جلسوا', 'صفر', 'اسيا', 'والبطولات', 'المحليه', 'سنوات', 'ياخذون', 'دوري', 'او', 'كاس', 'السوبر', 'فقط']",not
اللي يلعبون زي خدمي يستاهلوا التشكيل الاساسي,"['اللي', 'يلعبون', 'زي', 'خدمي', 'يستاهلوا', 'التشكيل', 'الاساسي']",hate
قل قسم موسس الهلال معروف عبدالرحمن بن سعيد,"['قل', 'قسم', 'موسس', 'الهلال', 'معروف', 'عبدالرحمن', 'بن', 'سعيد']",hate
كلب لاعبي الهلال وراهم كاس عالم وانت اجلس الطم,"['كلب', 'لاعبي', 'الهلال', 'وراهم', 'كاس', 'عالم', 'وانت', 'اجلس', 'الطم']",hate
وانت تقول انك نصراوي واعضوا شرف نصراوي شكرا المرعب مسلي ال معمر علي طردك الباب الصغير يامندس مسلي ال معمر نظف النادي شله الفلاشات واشله اهل الجولات المتلونين واله ماتدري واينهي مقبله الكوره يال مغني,"['وانت', 'تقول', 'انك', 'نصراوي', 'واعضوا', 'شرف', 'نصراوي', 'شكرا', 'المرعب', 'مسلي', 'ال', 'معمر', 'علي', 'طردك', 'الباب', 'الصغير', 'يامندس', 'مسلي', 'ال', 'معمر', 'نظف', 'النادي', 'شله', 'الفلاشات', 'واشله', 'اهل', 'الجولات', 'المتلونين', 'واله', 'ماتدري', 'واينهي', 'مقبله', 'الكوره', 'يال', 'مغني']",not
ماشا اله تبارك اله عمل انساني جميل انا رهن اشارتك سعاده الاستاذ مسلي آل معمر رايس نادي النصر المحترم اذا ودك بمدرب جودو مقاتل ومدافع كره القدم رهن اشارتك وحاضر بفضل اله حقت العديد الذهب,"['ماشا', 'اله', 'تبارك', 'اله', 'عمل', 'انساني', 'جميل', 'انا', 'رهن', 'اشارتك', 'سعاده', 'الاستاذ', 'مسلي', 'آل', 'معمر', 'رايس', 'نادي', 'النصر', 'المحترم', 'اذا', 'ودك', 'بمدرب', 'جودو', 'مقاتل', 'ومدافع', 'كره', 'القدم', 'رهن', 'اشارتك', 'وحاضر', 'بفضل', 'اله', 'حقت', 'العديد', 'الذهب']",not
حاليا رايس نادي النصر الاستاذ مسلي آل معمر منا الدعم والتقدير حاله استبداله لاي سب نتمني الخريجي اسم قوي اما المترديه والنطيحه مرشحي حوامير تويتر يعقبون,"['حاليا', 'رايس', 'نادي', 'النصر', 'الاستاذ', 'مسلي', 'آل', 'معمر', 'منا', 'الدعم', 'والتقدير', 'حاله', 'استبداله', 'لاي', 'سب', 'نتمني', 'الخريجي', 'اسم', 'قوي', 'اما', 'المترديه', 'والنطيحه', 'مرشحي', 'حوامير', 'تويتر', 'يعقبون']",not
اردم الفجوه علي شاطر تمنشن النادي بدك صفقات,"['اردم', 'الفجوه', 'علي', 'شاطر', 'تمنشن', 'النادي', 'بدك', 'صفقات']",hate
كلهم كسلان الفتح,"['كلهم', 'كسلان', 'الفتح']",hate
دول ناس عايزين انجلترا تخرج وكلهم بدون مبالغة هيرجعو زي الكلاب الضالة للدوري الانجليزي كمان اسبوع الوطنية عندهم بزرار يشغلوها وقت يحبو ويعملو قردوقت يحبو شوية ثبات المبدا بدل ال هتاكل منكو حتت خنزير,"['دول', 'ناس', 'عايزين', 'انجلترا', 'تخرج', 'وكلهم', 'بدون', 'مبالغة', 'هيرجعو', 'زي', 'الكلاب', 'الضالة', 'للدوري', 'الانجليزي', 'كمان', 'اسبوع', 'الوطنية', 'عندهم', 'بزرار', 'يشغلوها', 'وقت', 'يحبو', 'ويعملو', 'قردوقت', 'يحبو', 'شوية', 'ثبات', 'المبدا', 'بدل', 'ال', 'هتاكل', 'منكو', 'حتت', 'خنزير']",hate
لاعب حمار بهذا العمر الموهبه يذهب للدوري الامريكي,"['لاعب', 'حمار', 'بهذا', 'العمر', 'الموهبه', 'يذهب', 'للدوري', 'الامريكي']",hate
محمد البكيري شخص مستقل ميوله فقط لاتحاد ولايتبع اي نادي اي اساه او لاتحاد فما ينلام وبخصوص مايحدث الان واضح ان هجومهم زاد حده ربما يطالب باعتذارهم والابتعاد مايسا ويضر بالاتحاد,"['محمد', 'البكيري', 'شخص', 'مستقل', 'ميوله', 'فقط', 'لاتحاد', 'ولايتبع', 'اي', 'نادي', 'اي', 'اساه', 'او', 'لاتحاد', 'فما', 'ينلام', 'وبخصوص', 'مايحدث', 'الان', 'واضح', 'ان', 'هجومهم', 'زاد', 'حده', 'ربما', 'يطالب', 'باعتذارهم', 'والابتعاد', 'مايسا', 'ويضر', 'بالاتحاد']",not
اغلب الصحفين عندنا كالكلاب يلهثون النصر ماشفت هالاهتمام اقاله هرفي النصر عندهم اهم المنتخب,"['اغلب', 'الصحفين', 'عندنا', 'كالكلاب', 'يلهثون', 'النصر', 'ماشفت', 'هالاهتمام', 'اقاله', 'هرفي', 'النصر', 'عندهم', 'اهم', 'المنتخب']",not
قفلوا القضايا يجي طاري رونالدو تربط رونالدو علي انه فك ازمه النادي بالقضايا انقذنا وصفاها الا مسلي ال معمر والرمز خالد بن فهد,"['قفلوا', 'القضايا', 'يجي', 'طاري', 'رونالدو', 'تربط', 'رونالدو', 'علي', 'انه', 'فك', 'ازمه', 'النادي', 'بالقضايا', 'انقذنا', 'وصفاها', 'الا', 'مسلي', 'ال', 'معمر', 'والرمز', 'خالد', 'بن', 'فهد']",not
دعم لاعبي الهلال اللي بالمنتخب السعودي ضد منتخب بلده فهمت كلب,"['دعم', 'لاعبي', 'الهلال', 'اللي', 'بالمنتخب', 'السعودي', 'ضد', 'منتخب', 'بلده', 'فهمت', 'كلب']",hate
وجود المدرب بلا كرامة يجيب العار,"['وجود', 'المدرب', 'بلا', 'كرامة', 'يجيب', 'العار']",hate
فريق النصر مزعج يستاهل,"['فريق', 'النصر', 'مزعج', 'يستاهل']",hate
المدرب بلا كرامة عندك فايدة,"['المدرب', 'بلا', 'كرامة', 'عندك', 'فايدة']",hate
يراس نادي النصر السعودي عام مسلي بن مهدي آل معمر المفترض ان يستمر الراسه حتي بحسب موقع النصر روسا نادي النصر مناصب سابقه لرايس النصر,"['يراس', 'نادي', 'النصر', 'السعودي', 'عام', 'مسلي', 'بن', 'مهدي', 'آل', 'معمر', 'المفترض', 'ان', 'يستمر', 'الراسه', 'حتي', 'بحسب', 'موقع', 'النصر', 'روسا', 'نادي', 'النصر', 'مناصب', 'سابقه', 'لرايس', 'النصر']",not
طاقيه علي قناه الكسا يقول يقول العمري سبب الخساره يال حم ار ضيع البلنتي تسبب الهدف الثاني,"['طاقيه', 'علي', 'قناه', 'الكسا', 'يقول', 'يقول', 'العمري', 'سبب', 'الخساره', 'يال', 'حم', 'ار', 'ضيع', 'البلنتي', 'تسبب', 'الهدف', 'الثاني']",hate
هييهالرياضهتحاربالنصر النصراويين زي الحريم شكايين بكايين مالهم خاتمه الان الحرمه تعطيها بلحظه تقلب حال بنو فقر رغم الفساد والدلال قدم الا انهم يصيحووون,"['هييهالرياضهتحاربالنصر', 'النصراويين', 'زي', 'الحريم', 'شكايين', 'بكايين', 'مالهم', 'خاتمه', 'الان', 'الحرمه', 'تعطيها', 'بلحظه', 'تقلب', 'حال', 'بنو', 'فقر', 'رغم', 'الفساد', 'والدلال', 'قدم', 'الا', 'انهم', 'يصيحووون']",hate
صوره لتاريخ هاتريك بطولات دوري بطولتين دوري ابطال آسيا بطل كاس الملك بطل كاس السوبر بطل كاس لوسيل مشاركات مونديال الانديه مسلي ال معمر,"['صوره', 'لتاريخ', 'هاتريك', 'بطولات', 'دوري', 'بطولتين', 'دوري', 'ابطال', 'آسيا', 'بطل', 'كاس', 'الملك', 'بطل', 'كاس', 'السوبر', 'بطل', 'كاس', 'لوسيل', 'مشاركات', 'مونديال', 'الانديه', 'مسلي', 'ال', 'معمر']",not
الشباب فاشل عندك فايدة,"['الشباب', 'فاشل', 'عندك', 'فايدة']",hate
المشكله ان جمهور واعلام النصر مصدقين نفسهم ان مبارتهم معنا كلاسيكو اصحى يابابا انت وياه الكلاسيكو بالدوري السعودي الاتحاد والهلال مباراتكم نقاط فقط,"['المشكله', 'ان', 'جمهور', 'واعلام', 'النصر', 'مصدقين', 'نفسهم', 'ان', 'مبارتهم', 'معنا', 'كلاسيكو', 'اصحى', 'يابابا', 'انت', 'وياه', 'الكلاسيكو', 'بالدوري', 'السعودي', 'الاتحاد', 'والهلال', 'مباراتكم', 'نقاط', 'فقط']",hate
خدمي يعرفون يلعبون الضغط خيبوا الآمال المباراة النصر انتهت بنتيجة,"['خدمي', 'يعرفون', 'يلعبون', 'الضغط', 'خيبوا', 'الآمال', 'المباراة', 'النصر', 'انتهت', 'بنتيجة']",hate
ارد وادق خشمك لانك طحلبي صغير جده وقت ابغى اطقطق اجي واطقطق لانك اهلاوي,"['ارد', 'وادق', 'خشمك', 'لانك', 'طحلبي', 'صغير', 'جده', 'وقت', 'ابغى', 'اطقطق', 'اجي', 'واطقطق', 'لانك', 'اهلاوي']",hate
فقراوي خرابيط لازم ادارة تغير طريقة الاختيار المباراة الاهلي انتهت بنتيجة,"['فقراوي', 'خرابيط', 'لازم', 'ادارة', 'تغير', 'طريقة', 'الاختيار', 'المباراة', 'الاهلي', 'انتهت', 'بنتيجة']",hate
اللاعبين خدمي يضحكون جمهورهم باللعب المباراة الوحدة انتهت بنتيجة,"['اللاعبين', 'خدمي', 'يضحكون', 'جمهورهم', 'باللعب', 'المباراة', 'الوحدة', 'انتهت', 'بنتيجة']",hate
انا انادي زوجي سيدي يعني قدموسه,"['انا', 'انادي', 'زوجي', 'سيدي', 'يعني', 'قدموسه']",not
عندما استرجعنا العرجة الجزايرية نحدث الصياح ولم نستخدم اقلام التلوين ارسلنا دورية درك مكبر صوت فقظ لنسترجع واحاتنا الكلاب تنبح تعض تنبحي كثر كلب,"['عندما', 'استرجعنا', 'العرجة', 'الجزايرية', 'نحدث', 'الصياح', 'ولم', 'نستخدم', 'اقلام', 'التلوين', 'ارسلنا', 'دورية', 'درك', 'مكبر', 'صوت', 'فقظ', 'لنسترجع', 'واحاتنا', 'الكلاب', 'تنبح', 'تعض', 'تنبحي', 'كثر', 'كلب']",hate
انت قلتها لدرجه هاذي انت حمار المكان المخصص لجماهير الهلال مالك حق تجي,"['انت', 'قلتها', 'لدرجه', 'هاذي', 'انت', 'حمار', 'المكان', 'المخصص', 'لجماهير', 'الهلال', 'مالك', 'حق', 'تجي']",hate
ياخي ذولا فقراويه اقعد اطقطق عليهم انا عارف عقولهم مب بمحلها,"['ياخي', 'ذولا', 'فقراويه', 'اقعد', 'اطقطق', 'عليهم', 'انا', 'عارف', 'عقولهم', 'مب', 'بمحلها']",hate
جمهور النصر الفكر المصدي العقيم جالس يدير ناديكم يرضيكم حسبي اله ارحليامسلي اذلف اذلف,"['جمهور', 'النصر', 'الفكر', 'المصدي', 'العقيم', 'جالس', 'يدير', 'ناديكم', 'يرضيكم', 'حسبي', 'اله', 'ارحليامسلي', 'اذلف', 'اذلف']",not
وش دخل البنات الكورة والله زمن فقراويه ماعليك شرهه,"['وش', 'دخل', 'البنات', 'الكورة', 'والله', 'زمن', 'فقراويه', 'ماعليك', 'شرهه']",hate
فريق الاتحاد قليل عقل يستاهل,"['فريق', 'الاتحاد', 'قليل', 'عقل', 'يستاهل']",hate
فريق الجمهور تافـه يستاهل,"['فريق', 'الجمهور', 'تافـه', 'يستاهل']",hate
والله وانا اخوك مايهمني الباطن يفوز مايفوز مخرج المباراة ابن الشــرمــوطه بداية الدوري جالس يسير اللقطات كلها لصالح الهلال مايصير تراك تستلم فلوس مقابل النقل التلفزيوني ياابن ال كلب,"['والله', 'وانا', 'اخوك', 'مايهمني', 'الباطن', 'يفوز', 'مايفوز', 'مخرج', 'المباراة', 'ابن', 'الشــرمــوطه', 'بداية', 'الدوري', 'جالس', 'يسير', 'اللقطات', 'كلها', 'لصالح', 'الهلال', 'مايصير', 'تراك', 'تستلم', 'فلوس', 'مقابل', 'النقل', 'التلفزيوني', 'ياابن', 'ال', 'كلب']",hate
تركي ال الشيخ السلام عليكم ابو ناصر عندي مقترح انك تبني نادي الرياض وتنميه بمحترفين وادارين حتي يصل الفريق,"['تركي', 'ال', 'الشيخ', 'السلام', 'عليكم', 'ابو', 'ناصر', 'عندي', 'مقترح', 'انك', 'تبني', 'نادي', 'الرياض', 'وتنميه', 'بمحترفين', 'وادارين', 'حتي', 'يصل', 'الفريق']",not
فريق الحكم غـبـي يستاهل,"['فريق', 'الحكم', 'غـبـي', 'يستاهل']",hate
لايكون منجز الا عندما تقحم نادي النصر ورايسه مسلي ال معمر تغريداتك شي يرتبط بالنصر يصبح عظيم ياحظهم ناديهم واله ياحظهم,"['لايكون', 'منجز', 'الا', 'عندما', 'تقحم', 'نادي', 'النصر', 'ورايسه', 'مسلي', 'ال', 'معمر', 'تغريداتك', 'شي', 'يرتبط', 'بالنصر', 'يصبح', 'عظيم', 'ياحظهم', 'ناديهم', 'واله', 'ياحظهم']",not
النصر مزعج وخرب شي,"['النصر', 'مزعج', 'وخرب', 'شي']",hate
تفوو عليكم منبر الهلال افضل حساب اخباري,"['تفوو', 'عليكم', 'منبر', 'الهلال', 'افضل', 'حساب', 'اخباري']",hate
ياكلبه لاتسوين لايكات لكذا انادي جست رهف ذيك,"['ياكلبه', 'لاتسوين', 'لايكات', 'لكذا', 'انادي', 'جست', 'رهف', 'ذيك']",hate
رايس النصر اسمه مسلي ال معمر وهناك اسطوره الكره لاعب رونالدو شكلك جديد علي الكره انصحك بمعرفه اسما ومراكز الاشخاص بالنادي,"['رايس', 'النصر', 'اسمه', 'مسلي', 'ال', 'معمر', 'وهناك', 'اسطوره', 'الكره', 'لاعب', 'رونالدو', 'شكلك', 'جديد', 'علي', 'الكره', 'انصحك', 'بمعرفه', 'اسما', 'ومراكز', 'الاشخاص', 'بالنادي']",not
محمد البكيري هلالي ترا اشكل فريق ضر الاتحاد ناديك الهلال,"['محمد', 'البكيري', 'هلالي', 'ترا', 'اشكل', 'فريق', 'ضر', 'الاتحاد', 'ناديك', 'الهلال']",not
عندهم الصفر يساوي الحمد لله والشكر نعمه العقل والهلال,"['عندهم', 'الصفر', 'يساوي', 'الحمد', 'لله', 'والشكر', 'نعمه', 'العقل', 'والهلال']",hate
اللاعب تغيير شعار النادي اصبح لاعب اخر كاان راي فقط يتسبب فتنه الجماهير كاان ممكن يغير مبداه بمجرد ضغط زر الريموت السهرموطه تكبر العمر ترجع جراره علي الاقل تحافظ علي مبداها انت تعديت المرحله يامهرج,"['اللاعب', 'تغيير', 'شعار', 'النادي', 'اصبح', 'لاعب', 'اخر', 'كاان', 'راي', 'فقط', 'يتسبب', 'فتنه', 'الجماهير', 'كاان', 'ممكن', 'يغير', 'مبداه', 'بمجرد', 'ضغط', 'زر', 'الريموت', 'السهرموطه', 'تكبر', 'العمر', 'ترجع', 'جراره', 'علي', 'الاقل', 'تحافظ', 'علي', 'مبداها', 'انت', 'تعديت', 'المرحله', 'يامهرج']",hate
كالعادة خدمي عندهم ذوق الكرة موسم الاخطاء المباراة الفتح انتهت بنتيجة,"['كالعادة', 'خدمي', 'عندهم', 'ذوق', 'الكرة', 'موسم', 'الاخطاء', 'المباراة', 'الفتح', 'انتهت', 'بنتيجة']",hate
اللي يلعبون زي طاقيه يستاهلوا التشكيل الاساسي المباراة الاهلي انتهت بنتيجة,"['اللي', 'يلعبون', 'زي', 'طاقيه', 'يستاهلوا', 'التشكيل', 'الاساسي', 'المباراة', 'الاهلي', 'انتهت', 'بنتيجة']",hate
مرة ثانية طاقيه يحطمون الآمال لازم حل جذري المباراة الاتحاد انتهت بنتيجة,"['مرة', 'ثانية', 'طاقيه', 'يحطمون', 'الآمال', 'لازم', 'حل', 'جذري', 'المباراة', 'الاتحاد', 'انتهت', 'بنتيجة']",hate
